climate_model,target_percentile_%,climate_value_mm,senorge_percentile_%,era5_0.25_percentile_%,era5_0.5_percentile_%
gfdl_spear_med_le,2.5,21.7,2.5,5.0,5.0
gfdl_spear_med_le,5.0,22.7,7.5,7.5,7.5
gfdl_spear_med_le,16.0,26.2,20.0,12.5,15.0
gfdl_spear_med_le,50.0,32.4,52.5,55.0,55.0
gfdl_spear_med_le,84.0,42.0,90.0,87.5,90.0
gfdl_spear_med_le,95.0,48.8,95.0,100.0,100.0
gfdl_spear_med_le,97.5,52.1,95.0,100.0,100.0
