climate_model,target_percentile_%,climate_value_mm,senorge_percentile_%,era5_0.25_percentile_%,era5_0.5_percentile_%
gfdl_spear_med_le,2.5,23.0,2.5,0.0,0.0
gfdl_spear_med_le,5.0,24.8,2.5,0.0,0.0
gfdl_spear_med_le,16.0,29.0,12.5,17.5,17.5
gfdl_spear_med_le,50.0,35.2,52.5,47.5,47.5
gfdl_spear_med_le,84.0,44.6,77.5,85.0,85.0
gfdl_spear_med_le,95.0,54.0,92.5,95.0,95.0
gfdl_spear_med_le,97.5,58.7,92.5,97.5,97.5
