climate_model,target_percentile_%,climate_value_mm,senorge_percentile_%,era5_0.25_percentile_%,era5_0.5_percentile_%
cesm2_le,2.5,15.0,0.0,0.0,0.0
cesm2_le,5.0,15.9,2.5,0.0,0.0
cesm2_le,16.0,18.1,5.0,5.0,2.5
cesm2_le,50.0,22.4,30.0,40.0,40.0
cesm2_le,84.0,28.7,75.0,75.0,75.0
cesm2_le,95.0,34.3,87.5,85.0,85.0
cesm2_le,97.5,37.4,90.0,90.0,90.0
