climate_model,target_percentile_%,climate_value_mm,senorge_percentile_%,era5_0.25_percentile_%,era5_0.5_percentile_%
cesm2_le,2.5,18.4,0.0,2.5,2.5
cesm2_le,5.0,19.6,0.0,2.5,2.5
cesm2_le,16.0,22.1,5.0,5.0,5.0
cesm2_le,50.0,27.5,27.5,20.0,20.0
cesm2_le,84.0,35.0,60.0,70.0,70.0
cesm2_le,95.0,42.2,90.0,90.0,92.5
cesm2_le,97.5,46.3,95.0,100.0,100.0
